year,make,drive,transmission,engine_descriptor,engine_cylinders,engine_displacement,fuel_type,city_mpg_ft1,highway_mpg_ft1,annual_fuel_cost_ft1,save_or_spend_5_year,annual_consumption_in_barrels_ft1,tailpipe_co2_in_grams_mile_ft1
2004,Acura,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.5,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Acura,4-Wheel or All-Wheel Drive,Automatic 5-Speed,NA,6,3.5,Premium,15,21,2500,-5750,19.38882353,522.7647059
2004,Acura,Rear-Wheel Drive,Automatic (S4),DOHC,6,3,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Acura,Rear-Wheel Drive,Manual 6-Speed,DOHC,6,3.2,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Acura,Front-Wheel Drive,Automatic (S5),NA,4,2,Regular,22,31,1400,-250,13.1844,355.48
2004,Acura,Front-Wheel Drive,Manual 5-Speed,NA,4,2,Regular,24,30,1350,0,12.67730769,341.8076923
2004,Acura,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,21,28,1750,-2000,13.73375,370.2916667
2004,Acura,Front-Wheel Drive,Automatic (S5),SOHC,6,3.2,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Acura,Front-Wheel Drive,Manual 6-Speed,SOHC,6,3.2,Premium,18,28,2000,-3250,15.69571429,423.1904762
2004,Acura,Front-Wheel Drive,Automatic (S5),NA,4,2.4,Premium,20,29,1850,-2500,14.33086957,386.3913043
2004,Acura,Front-Wheel Drive,Manual 6-Speed,NA,4,2.4,Premium,19,27,1900,-2750,14.98227273,403.9545455
2004,Aston Martin,Rear-Wheel Drive,Automatic (S6),NA,12,5.9,Premium,11,18,3250,-9500,25.35461538,683.6153846
2004,Audi,Front-Wheel Drive,Automatic (variable gear ratios),NA,4,1.8,Premium,20,27,1850,-2500,14.33086957,386.3913043
2004,Audi,Front-Wheel Drive,Automatic (variable gear ratios),NA,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Audi,Front-Wheel Drive,Manual 5-Speed,NA,4,1.8,Premium,20,29,1850,-2500,14.33086957,386.3913043
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,4,1.8,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,4,1.8,Premium,19,28,1900,-2750,14.98227273,403.9545455
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,Audi,Front-Wheel Drive,Automatic (variable gear ratios),NA,4,1.8,Premium,20,28,1850,-2500,14.33086957,386.3913043
2004,Audi,Front-Wheel Drive,Automatic (variable gear ratios),NA,6,3,Premium,18,25,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,4,1.8,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,4,1.8,Premium,19,27,1900,-2750,14.98227273,403.9545455
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,Audi,Front-Wheel Drive,Automatic (variable gear ratios),NA,6,3,Premium,18,25,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,2.7,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,8,4.2,Premium,15,22,2350,-5000,18.31166667,493.7222222
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,2.7,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.2,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,2.7,Premium,15,20,2500,-5750,19.38882353,522.7647059
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S5),NA,8,4.2,Premium,14,19,2650,-6500,20.600625,555.4375
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,2.7,Premium,14,21,2500,-5750,19.38882353,522.7647059
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.2,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,8,4.2,Premium,13,20,2650,-6500,20.600625,555.4375
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.2,Premium,16,22,2350,-5000,18.31166667,493.7222222
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,8,4.2,Premium,13,20,2650,-6500,20.600625,555.4375
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.2,Premium,16,21,2350,-5000,18.31166667,493.7222222
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,8,4.2,Premium,13,20,2650,-6500,20.600625,555.4375
2004,Audi,Front-Wheel Drive,Automatic (S6),NA,4,1.8,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,6,3.2,Premium,20,24,1900,-2750,14.98227273,403.9545455
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,4,1.8,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Audi,Front-Wheel Drive,Automatic (S6),NA,4,1.8,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Automatic (S6),NA,6,3.2,Premium,19,25,2000,-3250,15.69571429,423.1904762
2004,Audi,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,4,1.8,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,Bentley,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6.8,Premium,9,13,3850,-12500,29.96454545,807.9090909
2004,Bentley,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6.8,Premium,9,13,3850,-12500,29.96454545,807.9090909
2004,Bentley,4-Wheel or All-Wheel Drive,Automatic (S6),NA,12,6,Premium,10,16,3500,-10750,27.4675,740.5833333
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,19,28,1900,-2750,14.98227273,403.9545455
2004,BMW,Rear-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,19,28,1900,-2750,14.98227273,403.9545455
2004,BMW,Rear-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,19,28,1900,-2750,14.98227273,403.9545455
2004,BMW,Rear-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,17,24,2100,-3750,16.4805,444.35
2004,BMW,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,17,24,2100,-3750,16.4805,444.35
2004,BMW,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,17,24,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,26,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,BMW,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,17,26,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,19,28,1900,-2750,14.98227273,403.9545455
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,2.5,Premium,17,26,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,17,26,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,15,22,2500,-5750,19.38882353,522.7647059
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,8,4.4,Premium,15,23,2350,-5000,18.31166667,493.7222222
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,15,22,2500,-5750,19.38882353,522.7647059
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,8,4.4,Premium,15,23,2350,-5000,18.31166667,493.7222222
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,13,21,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,8,4.4,Premium,13,21,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,16,24,2250,-4500,17.34789474,467.7368421
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,12,6,Premium,13,21,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,12,6,Premium,13,21,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Automatic (S6),MOTORSPORT,6,3.2,Premium,15,21,2500,-5750,19.38882353,522.7647059
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,MOTORSPORT,6,3.2,Premium,15,22,2500,-5750,19.38882353,522.7647059
2004,BMW,Rear-Wheel Drive,Automatic (S6),MOTORSPORT,6,3.2,Premium,14,20,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,MOTORSPORT,6,3.2,Premium,14,21,2500,-5750,19.38882353,522.7647059
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,15,22,2500,-5750,19.38882353,522.7647059
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,14,21,2500,-5750,19.38882353,522.7647059
2004,BMW,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,2.5,Premium,15,22,2350,-5000,18.31166667,493.7222222
2004,BMW,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,15,23,2350,-5000,18.31166667,493.7222222
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S5),NA,6,3,Premium,14,19,2650,-6500,20.600625,555.4375
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.4,Premium,14,20,2650,-6500,20.600625,555.4375
2004,BMW,4-Wheel or All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,13,20,2650,-6500,20.600625,555.4375
2004,BMW,4-Wheel or All-Wheel Drive,Automatic (S6),NA,8,4.8,Premium,14,20,2650,-6500,20.600625,555.4375
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,2.5,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S5),NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,2.5,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Manual 5-Speed,NA,6,2.5,Premium,18,26,2000,-3250,15.69571429,423.1904762
2004,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.1,Regular,18,27,1650,-1500,15.69571429,423.1904762
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.8,Regular,18,27,1650,-1500,15.69571429,423.1904762
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.8,Regular,18,27,1650,-1500,15.69571429,423.1904762
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,SC,6,3.8,Premium,16,26,2100,-3750,16.4805,444.35
2004,Buick,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.2,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Buick,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,14,18,2200,-4250,20.600625,555.4375
2004,Buick,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.2,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Buick,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,13,17,2350,-5000,21.974,592.4666667
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.8,Regular,18,28,1650,-1500,15.69571429,423.1904762
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,SC,6,3.8,Premium,16,26,2100,-3750,16.4805,444.35
2004,Buick,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,3.4,Regular,16,22,1950,-3000,18.31166667,493.7222222
2004,Buick,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,3.6,Regular,16,23,1850,-2500,17.34789474,467.7368421
2004,Buick,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.4,Regular,17,24,1750,-2000,16.4805,444.35
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,NA,8,4.6,Regular,13,18,2350,-5000,21.974,592.4666667
2004,Cadillac,Rear-Wheel Drive,Automatic 5-Speed,NA,6,3.2,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Cadillac,Rear-Wheel Drive,Automatic 5-Speed,NA,6,3.6,Regular,16,25,1850,-2500,17.34789474,467.7368421
2004,Cadillac,Rear-Wheel Drive,Manual 5-Speed,NA,6,3.2,Premium,17,24,2250,-4500,17.34789474,467.7368421
2004,Cadillac,Rear-Wheel Drive,Manual 6-Speed,NA,8,5.7,Premium,14,23,2500,-5750,19.38882353,522.7647059
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,NA,8,4.6,Regular,16,24,1850,-2500,17.34789474,467.7368421
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,STS/DTS,8,4.6,Regular,16,24,1850,-2500,17.34789474,467.7368421
2004,Cadillac,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,13,17,2500,-5750,23.54357143,634.7857143
2004,Cadillac,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,6,Regular,12,16,2700,-6750,25.35461538,683.6153846
2004,Cadillac,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,6,Regular,12,16,2700,-6750,25.35461538,683.6153846
2004,Cadillac,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,6,Regular,12,16,2700,-6750,25.35461538,683.6153846
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,NA,8,4.6,Regular,13,18,2350,-5000,21.974,592.4666667
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,NA,8,4.6,Regular,13,20,2200,-4250,20.600625,555.4375
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,NA,8,4.6,Regular,16,24,1850,-2500,17.34789474,467.7368421
2004,Cadillac,Front-Wheel Drive,Automatic 4-Speed,STS/DTS,8,4.6,Regular,16,24,1850,-2500,17.34789474,467.7368421
2004,Cadillac,Rear-Wheel Drive,Automatic 5-Speed,NA,6,3.6,Premium,15,21,2500,-5750,19.38882353,522.7647059
2004,Cadillac,Rear-Wheel Drive,Automatic 5-Speed,NA,8,4.6,Premium,14,19,2650,-6500,20.600625,555.4375
2004,Cadillac,4-Wheel or All-Wheel Drive,Automatic 5-Speed,NA,6,3.6,Premium,14,21,2500,-5750,19.38882353,522.7647059
2004,Cadillac,4-Wheel or All-Wheel Drive,Automatic 5-Speed,NA,8,4.6,Premium,13,19,2800,-7250,21.974,592.4666667
2004,Cadillac,Rear-Wheel Drive,Automatic 5-Speed,NA,8,4.6,Premium,15,23,2350,-5000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,12,16,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,12,16,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,14,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,FLEX-FUEL,8,5.3,Gasoline or E85,13,17,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,13,17,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,FLEX-FUEL,8,5.3,Gasoline or E85,13,17,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,FLEX-FUEL,8,5.3,Gasoline or E85,13,17,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,1.6,Regular,23,31,1350,0,12.67730769,341.8076923
2004,Chevrolet,Front-Wheel Drive,Manual 5-Speed,NA,4,1.6,Regular,23,32,1300,250,12.20777778,329.1481481
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Chevrolet,Rear-Wheel Drive,Manual 5-Speed,NA,6,4.3,Regular,14,19,2200,-4250,20.600625,555.4375
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,13,17,2350,-5000,21.974,592.4666667
2004,Chevrolet,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,6,4.3,Regular,13,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,2.2,Regular,21,31,1400,-250,13.1844,355.48
2004,Chevrolet,Front-Wheel Drive,Manual 5-Speed,NA,4,2.2,Regular,23,33,1300,250,12.20777778,329.1481481
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,2.2,Gasoline or natural gas,21,29,1450,-500,13.73375,370.2916667
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,2.2,Regular,21,31,1400,-250,13.1844,355.48
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,4,2.8,Regular,16,23,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,5,3.5,Regular,16,22,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Manual 5-Speed,NA,4,2.8,Regular,18,24,1650,-1500,15.69571429,423.1904762
2004,Chevrolet,Rear-Wheel Drive,Manual 5-Speed,NA,5,3.5,Regular,17,23,1850,-2500,17.34789474,467.7368421
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,4,2.8,Regular,16,21,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,5,3.5,Regular,16,21,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,4,2.8,Regular,17,22,1850,-2500,17.34789474,467.7368421
2004,Chevrolet,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,5,3.5,Regular,16,21,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,4,2.8,Regular,16,23,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,5,3.5,Regular,16,22,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,Rear-Wheel Drive,Manual 5-Speed,NA,4,2.8,Regular,18,24,1750,-2000,16.4805,444.35
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,4,2.8,Regular,16,21,1950,-3000,18.31166667,493.7222222
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,5,3.5,Regular,15,21,2050,-3500,19.38882353,522.7647059
2004,Chevrolet,4-Wheel or All-Wheel Drive,Manual 5-Speed,NA,4,2.8,Regular,17,22,1850,-2500,17.34789474,467.7368421
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.7,Premium,16,23,2250,-4500,17.34789474,467.7368421
2004,Chevrolet,Rear-Wheel Drive,Manual 6-Speed,NA,8,5.7,Premium,17,26,2100,-3750,16.4805,444.35
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,2.5,Regular,17,25,1750,-2000,16.4805,444.35
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,13,17,2500,-5750,23.54357143,634.7857143
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,13,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,14,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6,Gasoline or natural gas,11,15,2900,-7750,27.4675,740.5833333
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6,CNG,11,15,2600,-6250,0.155,590.79375
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6,Gasoline or natural gas,11,15,2900,-7750,27.4675,740.5833333
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,6,CNG,11,15,2600,-6250,0.155,590.79375
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.4,Regular,19,29,1600,-1250,14.98227273,403.9545455
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.8,Regular,18,28,1650,-1500,15.69571429,423.1904762
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,SC,6,3.8,Premium,16,26,2100,-3750,16.4805,444.35
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,POLICE  FFS,6,3.8,Regular,17,26,1750,-2000,16.4805,444.35
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,2.2,Regular,21,31,1400,-250,13.1844,355.48
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.5,Regular,20,29,1500,-750,14.33086957,386.3913043
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.5,Regular,19,28,1600,-1250,14.98227273,403.9545455
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.4,Regular,19,29,1600,-1250,14.98227273,403.9545455
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,6,3.8,Regular,18,28,1650,-1500,15.69571429,423.1904762
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,SC,6,3.8,Premium,16,26,2100,-3750,16.4805,444.35
2004,Chevrolet,Front-Wheel Drive,Automatic 4-Speed,NA,4,2,Regular,20,28,1600,-1250,14.98227273,403.9545455
2004,Chevrolet,Front-Wheel Drive,Manual 5-Speed,NA,4,2,Regular,20,27,1600,-1250,14.98227273,403.9545455
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,6,4.3,Regular,14,18,2350,-5000,21.974,592.4666667
2004,Chevrolet,Rear-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,16,19,2050,-3500,19.38882353,522.7647059
2004,Chevrolet,4-Wheel or All-Wheel Drive,Automatic 4-Speed,NA,8,5.3,Regular,15,17,2200,-4250,20.600625,555.4375
