year,make,drive,transmission,engine_descriptor,engine_cylinders,engine_displacement,fuel_type,city_mpg_ft1,highway_mpg_ft1,annual_fuel_cost_ft1,save_or_spend_5_year,annual_consumption_in_barrels_ft1,tailpipe_co2_in_grams_mile_ft1
2010,Suzuki,All-Wheel Drive,Automatic (variable gear ratios),NA,4,2,Regular,23,29,1400,-250,13.1844,355.48
2010,Suzuki,All-Wheel Drive,Manual 6-Speed,NA,4,2,Regular,22,30,1400,-250,13.1844,355.48
2010,Suzuki,Front-Wheel Drive,Automatic (variable gear ratios),NA,4,2,Regular,25,32,1250,500,11.77178571,317.3928571
2010,Suzuki,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Regular,23,33,1350,0,12.67730769,341.8076923
2010,Suzuki,Front-Wheel Drive,Automatic (variable gear ratios),NA,4,2,Regular,23,30,1350,0,12.67730769,341.8076923
2010,Suzuki,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Regular,23,32,1350,0,12.67730769,341.8076923
2010,Toyota,Rear-Wheel Drive,Automatic (S5),NA,6,4,Regular,17,23,1850,-2500,17.34789474,467.7368421
2010,Toyota,Rear-Wheel Drive,Automatic 4-Speed,NA,4,2.7,Regular,18,23,1750,-2000,16.4805,444.35
2010,Toyota,4-Wheel Drive,Automatic (S5),Full Time 4WD,6,4,Regular,17,22,1850,-2500,17.34789474,467.7368421
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S5),Part Time 4WD,6,4,Regular,17,22,1850,-2500,17.34789474,467.7368421
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,6,3.5,Regular,19,28,1500,-750,14.33086957,386.3913043
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,4,2.5,Regular,22,32,1350,0,12.67730769,341.8076923
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,6,3.5,Regular,19,28,1500,-750,14.33086957,386.3913043
2010,Toyota,Front-Wheel Drive,Manual 6-Speed,NA,4,2.5,Regular,22,33,1350,0,12.67730769,341.8076923
2010,Toyota,Front-Wheel Drive,Automatic (variable gear ratios),Hybrid,4,2.4,Regular,33,34,1050,1500,9.694411765,261.3823529
2010,Toyota,Front-Wheel Drive,Automatic (S5),NA,4,2.4,Regular,22,30,1400,-250,13.1844,355.48
2010,Toyota,Front-Wheel Drive,Automatic 4-Speed,NA,4,1.8,Regular,26,34,1200,750,11.36586207,306.4482759
2010,Toyota,Front-Wheel Drive,Manual 5-Speed,NA,4,1.8,Regular,26,35,1150,1000,10.987,296.2333333
2010,Toyota,Front-Wheel Drive,Manual 5-Speed,NA,4,2.4,Regular,22,30,1400,-250,13.1844,355.48
2010,Toyota,Rear-Wheel Drive,Automatic 5-Speed,NA,6,4,Regular,17,22,1850,-2500,17.34789474,467.7368421
2010,Toyota,4-Wheel Drive,Manual 6-Speed,NA,6,4,Regular,15,19,2050,-3500,19.38882353,522.7647059
2010,Toyota,Part-time 4-Wheel Drive,Automatic 5-Speed,NA,6,4,Regular,17,21,1950,-3000,18.31166667,493.7222222
2010,Toyota,Front-Wheel Drive,Automatic (S5),NA,6,3.5,Regular,18,24,1750,-2000,16.4805,444.35
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,4,2.7,Regular,20,27,1600,-1250,14.98227273,403.9545455
2010,Toyota,All-Wheel Drive,Automatic (S5),NA,6,3.5,Regular,17,23,1850,-2500,17.34789474,467.7368421
2010,Toyota,All-Wheel Drive,Automatic (variable gear ratios),NA,6,3.3,Regular,27,25,1350,0,12.67730769,341.8076923
2010,Toyota,4-Wheel Drive,Automatic (S6),NA,8,5.7,Regular,13,18,2350,-5000,21.974,592.4666667
2010,Toyota,All-Wheel Drive,Automatic 4-Speed,NA,4,2.4,Regular,20,26,1600,-1250,14.98227273,403.9545455
2010,Toyota,Front-Wheel Drive,Automatic (S5),NA,4,2.4,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Toyota,Front-Wheel Drive,Automatic 4-Speed,NA,4,1.8,Regular,25,31,1250,500,11.77178571,317.3928571
2010,Toyota,Front-Wheel Drive,Manual 5-Speed,NA,4,1.8,Regular,26,32,1250,500,11.77178571,317.3928571
2010,Toyota,Front-Wheel Drive,Manual 5-Speed,NA,4,2.4,Regular,21,28,1450,-500,13.73375,370.2916667
2010,Toyota,Front-Wheel Drive,Automatic (variable gear ratios),NA,4,1.8,Regular,51,48,700,3250,6.5922,177.74
2010,Toyota,Front-Wheel Drive,Automatic 4-Speed,NA,4,2.5,Regular,22,28,1450,-500,13.73375,370.2916667
2010,Toyota,Front-Wheel Drive,Automatic 5-Speed,NA,6,3.5,Regular,19,27,1600,-1250,14.98227273,403.9545455
2010,Toyota,All-Wheel Drive,Automatic 4-Speed,NA,4,2.5,Regular,21,27,1450,-500,13.73375,370.2916667
2010,Toyota,All-Wheel Drive,Automatic 5-Speed,NA,6,3.5,Regular,19,26,1650,-1500,15.69571429,423.1904762
2010,Toyota,Rear-Wheel Drive,Automatic (S6),NA,8,4.6,Regular,14,19,2200,-4250,20.600625,555.4375
2010,Toyota,Rear-Wheel Drive,Automatic (S6),NA,8,5.7,Regular,14,19,2350,-5000,21.974,592.4666667
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),NA,8,4.6,Regular,13,18,2350,-5000,21.974,592.4666667
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),NA,8,5.7,Regular,13,18,2350,-5000,21.974,592.4666667
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),NA,8,5.7,Gasoline or E85,13,18,2500,-5750,23.54357143,634.7857143
2010,Toyota,Front-Wheel Drive,Automatic 5-Speed,NA,6,3.5,Regular,17,23,1850,-2500,17.34789474,467.7368421
2010,Toyota,All-Wheel Drive,Automatic 5-Speed,NA,6,3.5,Regular,16,21,1950,-3000,18.31166667,493.7222222
2010,Toyota,Rear-Wheel Drive,Automatic 4-Speed,NA,4,2.7,Regular,19,25,1650,-1500,15.69571429,423.1904762
2010,Toyota,Rear-Wheel Drive,Automatic 5-Speed,NA,6,4,Regular,17,21,1950,-3000,18.31166667,493.7222222
2010,Toyota,Rear-Wheel Drive,Manual 5-Speed,NA,4,2.7,Regular,20,26,1600,-1250,14.98227273,403.9545455
2010,Toyota,Rear-Wheel Drive,Manual 6-Speed,NA,6,4,Regular,15,18,2200,-4250,20.600625,555.4375
2010,Toyota,Part-time 4-Wheel Drive,Automatic 5-Speed,NA,6,4,Regular,16,20,1950,-3000,18.31166667,493.7222222
2010,Toyota,Part-time 4-Wheel Drive,Manual 5-Speed,NA,4,2.7,Regular,17,22,1850,-2500,17.34789474,467.7368421
2010,Toyota,Part-time 4-Wheel Drive,Manual 6-Speed,NA,6,4,Regular,14,18,2350,-5000,21.974,592.4666667
2010,Toyota,Rear-Wheel Drive,Automatic (S5),NA,6,4,Regular,15,19,2200,-4250,20.600625,555.4375
2010,Toyota,Rear-Wheel Drive,Automatic (S6),NA,8,4.6,Regular,15,20,2050,-3500,19.38882353,522.7647059
2010,Toyota,Rear-Wheel Drive,Automatic (S6),NA,8,5.7,Regular,14,18,2200,-4250,20.600625,555.4375
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),NA,8,4.6,Regular,14,19,2200,-4250,20.600625,555.4375
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),NA,8,5.7,Regular,13,17,2500,-5750,23.54357143,634.7857143
2010,Toyota,Part-time 4-Wheel Drive,Automatic (S6),FFV,8,5.7,Gasoline or E85,13,17,2350,-5000,21.974,592.4666667
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,4,2.7,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Toyota,Front-Wheel Drive,Automatic (S6),NA,6,3.5,Regular,19,26,1600,-1250,14.98227273,403.9545455
2010,Toyota,All-Wheel Drive,Automatic (S6),NA,4,2.7,Regular,20,28,1500,-750,14.33086957,386.3913043
2010,Toyota,All-Wheel Drive,Automatic (S6),NA,6,3.5,Regular,18,25,1650,-1500,15.69571429,423.1904762
2010,Toyota,Front-Wheel Drive,Automatic 4-Speed,NA,4,1.5,Regular,29,35,1150,1000,10.63258065,286.6774194
2010,Toyota,Front-Wheel Drive,Manual 5-Speed,NA,4,1.5,Regular,29,36,1100,1250,10.3003125,277.71875
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,22,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,6,3.6,Premium,18,27,2000,-3250,15.69571429,423.1904762
2010,Volkswagen,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2010,Volkswagen,All-Wheel Drive,Automatic (S6),NA,6,3.6,Premium,17,25,2100,-3750,16.4805,444.35
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,22,29,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,5,2.5,Regular,23,30,1350,0,12.67730769,341.8076923
2010,Volkswagen,Front-Wheel Drive,Manual 5-Speed,NA,5,2.5,Regular,22,30,1400,-250,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,24,32,1550,-1000,12.20777778,329.1481481
2010,Volkswagen,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,5,2.5,Regular,23,30,1400,-250,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,24,32,1550,-1000,12.20777778,329.1481481
2010,Volkswagen,Front-Wheel Drive,Manual 5-Speed,NA,5,2.5,Regular,22,30,1400,-250,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,5,2.5,Regular,22,30,1400,-250,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic 6-Speed,NA,5,2.5,Regular,23,30,1400,-250,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,5,2.5,Regular,20,29,1500,-750,14.33086957,386.3913043
2010,Volkswagen,Front-Wheel Drive,Manual 5-Speed,NA,5,2.5,Regular,20,28,1500,-750,14.33086957,386.3913043
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,5,2.5,Regular,20,28,1500,-750,14.33086957,386.3913043
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,22,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,22,31,1700,-1750,13.1844,355.48
2010,Volkswagen,Front-Wheel Drive,Automatic 6-Speed,NA,6,4,Regular,17,25,1750,-2000,16.4805,444.35
2010,Volkswagen,Front-Wheel Drive,Automatic 6-Speed,NA,6,3.8,Regular,16,23,1950,-3000,18.31166667,493.7222222
2010,Volkswagen,Front-Wheel Drive,Automatic (S6),NA,4,2,Premium,18,24,2000,-3250,15.69571429,423.1904762
2010,Volkswagen,Front-Wheel Drive,Manual 6-Speed,NA,4,2,Premium,19,26,2000,-3250,15.69571429,423.1904762
2010,Volkswagen,All-Wheel Drive,Automatic (S6),NA,4,2,Premium,18,24,2100,-3750,16.4805,444.35
2010,Volkswagen,All-Wheel Drive,Automatic (S6),NA,6,3.6,Premium,14,19,2650,-6500,20.600625,555.4375
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,21,30,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.4,Regular,20,31,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Manual 5-Speed,NA,5,2.4,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,19,28,1600,-1250,14.98227273,403.9545455
2010,Volvo,Front-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,20,28,1500,-750,14.33086957,386.3913043
2010,Volvo,All-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,19,28,1600,-1250,14.98227273,403.9545455
2010,Volvo,All-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,20,27,1600,-1250,14.98227273,403.9545455
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,21,30,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.4,Regular,20,31,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Manual 5-Speed,NA,5,2.4,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,8,4.4,Regular,15,22,1950,-3000,18.31166667,493.7222222
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3,Regular,16,24,1850,-2500,17.34789474,467.7368421
2010,Volvo,Front-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,18,27,1650,-1500,15.69571429,423.1904762
2010,Volvo,All-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,19,27,1600,-1250,14.98227273,403.9545455
2010,Volvo,All-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,20,26,1600,-1250,14.98227273,403.9545455
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.4,Regular,20,31,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Automatic (S5),NA,5,2.5,Regular,21,30,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Manual 6-Speed,NA,5,2.5,Regular,21,29,1450,-500,13.73375,370.2916667
2010,Volvo,Front-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,18,27,1650,-1500,15.69571429,423.1904762
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3,Regular,16,21,1950,-3000,18.31166667,493.7222222
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,16,22,1950,-3000,18.31166667,493.7222222
2010,Volvo,Front-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,18,27,1650,-1500,15.69571429,423.1904762
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3,Regular,16,21,1950,-3000,18.31166667,493.7222222
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,16,22,1950,-3000,18.31166667,493.7222222
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,8,4.4,Regular,13,19,2350,-5000,21.974,592.4666667
2010,Volvo,All-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,15,21,2050,-3500,19.38882353,522.7647059
2010,Volvo,Front-Wheel Drive,Automatic (S6),NA,6,3.2,Regular,15,22,1950,-3000,18.31166667,493.7222222
2011,Acura,All-Wheel Drive,Automatic (S6),NA,6,3.7,Premium,16,21,2350,-5000,18.31166667,493.7222222
2011,Acura,Front-Wheel Drive,Automatic (S5),NA,4,2.3,Premium,19,24,2000,-3250,15.69571429,423.1904762
2011,Acura,All-Wheel Drive,Automatic (S5),NA,4,2.3,Premium,17,22,2250,-4500,17.34789474,467.7368421
2011,Acura,All-Wheel Drive,Automatic (S6),NA,6,3.7,Premium,17,24,2100,-3750,16.4805,444.35
2011,Acura,Front-Wheel Drive,Automatic (S5),NA,6,3.5,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,Acura,All-Wheel Drive,Automatic (S5),NA,6,3.7,Premium,17,24,2100,-3750,16.4805,444.35
2011,Acura,All-Wheel Drive,Manual 6-Speed,NA,6,3.7,Premium,18,24,2100,-3750,16.4805,444.35
2011,Acura,Front-Wheel Drive,Automatic (S5),NA,4,2.4,Premium,22,31,1700,-1750,13.1844,355.48
2011,Acura,Front-Wheel Drive,Automatic (S5),NA,6,3.5,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,Acura,Front-Wheel Drive,Manual 6-Speed,NA,4,2.4,Premium,21,29,1750,-2000,13.73375,370.2916667
2011,Acura,Front-Wheel Drive,Automatic (S5),NA,4,2.4,Premium,22,29,1750,-2000,13.73375,370.2916667
2011,Acura,All-Wheel Drive,Automatic (S6),NA,6,3.7,Premium,16,23,2250,-4500,17.34789474,467.7368421
2011,Aston Martin,Rear-Wheel Drive,Automatic (S6),NA,12,5.9,Premium,13,20,2800,-7250,21.974,592.4666667
2011,Aston Martin,Rear-Wheel Drive,Manual 6-Speed,NA,12,5.9,Premium,11,17,3250,-9500,25.35461538,683.6153846
2011,Aston Martin,Rear-Wheel Drive,Automatic (S6),NA,12,5.9,Premium,12,18,3000,-8250,23.54357143,634.7857143
2011,Aston Martin,Rear-Wheel Drive,Manual 6-Speed,NA,12,5.9,Premium,11,17,3250,-9500,25.35461538,683.6153846
2011,Aston Martin,Rear-Wheel Drive,Automatic (S6),NA,12,5.9,Premium,13,19,2800,-7250,21.974,592.4666667
2011,Aston Martin,Rear-Wheel Drive,Manual 6-Speed,NA,12,5.9,Premium,11,17,3250,-9500,25.35461538,683.6153846
2011,Aston Martin,Rear-Wheel Drive,Auto(AM6),NA,8,4.7,Premium,14,20,2650,-6500,20.600625,555.4375
2011,Aston Martin,Rear-Wheel Drive,Manual 6-Speed,NA,8,4.7,Premium,13,19,2800,-7250,21.974,592.4666667
2011,Aston Martin,Rear-Wheel Drive,Auto(AM7),NA,8,4.7,Premium,14,21,2650,-6500,20.600625,555.4375
2011,Audi,Front-Wheel Drive,Automatic (S6),SIDI,4,2,Premium,22,28,1750,-2000,13.73375,370.2916667
2011,Audi,Front-Wheel Drive,Manual 6-Speed,SIDI,4,2,Premium,21,30,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,4,2,Premium,21,28,1750,-2000,13.73375,370.2916667
2011,Audi,Front-Wheel Drive,Automatic (variable gear ratios),SIDI,4,2,Premium,22,30,1700,-1750,13.1844,355.48
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,4,2,Premium,21,29,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,4,2,Premium,21,29,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2011,Audi,Front-Wheel Drive,Automatic (variable gear ratios),SIDI,4,2,Premium,22,30,1700,-1750,13.1844,355.48
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,4,2,Premium,21,29,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,4,2,Premium,21,29,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,4,2,Premium,21,31,1700,-1750,13.1844,355.48
2011,Audi,Front-Wheel Drive,Automatic (variable gear ratios),SIDI,6,3.2,Premium,21,30,1750,-2000,13.73375,370.2916667
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,8,4.2,Premium,16,24,2250,-4500,17.34789474,467.7368421
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,8,4.2,Premium,17,27,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,8,4.2,Premium,17,27,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,6,3.2,Premium,18,23,2100,-3750,16.4805,444.35
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,4,2,Premium,20,27,1900,-2750,14.98227273,403.9545455
2011,Audi,All-Wheel Drive,Automatic (S8),SIDI,6,3,Premium,16,21,2350,-5000,18.31166667,493.7222222
2011,Audi,All-Wheel Drive,Auto(AM6),SIDI,10,5.2,Premium,13,19,2800,-7250,21.974,592.4666667
2011,Audi,All-Wheel Drive,Auto(AM6),SIDI,8,4.2,Premium,13,21,2650,-6500,20.600625,555.4375
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,10,5.2,Premium,12,19,3000,-8250,23.54357143,634.7857143
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,8,4.2,Premium,11,20,3000,-8250,23.54357143,634.7857143
2011,Audi,All-Wheel Drive,Auto(AM6),SIDI,10,5.2,Premium,13,19,2800,-7250,21.974,592.4666667
2011,Audi,All-Wheel Drive,Auto(AM6),SIDI,8,4.2,Premium,13,21,2650,-6500,20.600625,555.4375
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,10,5.2,Premium,12,19,3000,-8250,23.54357143,634.7857143
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,8,4.2,Premium,11,20,3000,-8250,23.54357143,634.7857143
2011,Audi,All-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,18,28,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,18,27,2000,-3250,15.69571429,423.1904762
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,8,4.2,Premium,16,24,2250,-4500,17.34789474,467.7368421
2011,Audi,All-Wheel Drive,Manual 6-Speed,SIDI,8,4.2,Premium,14,22,2500,-5750,19.38882353,522.7647059
2011,Audi,All-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,17,26,2100,-3750,16.4805,444.35
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,10,5.2,Premium,14,21,2650,-6500,20.600625,555.4375
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,4,2,Premium,22,31,1650,-1500,12.67730769,341.8076923
2011,Audi,All-Wheel Drive,Automatic (S6),SIDI,4,2,Premium,22,31,1650,-1500,12.67730769,341.8076923
2011,Bentley,All-Wheel Drive,Automatic (S6),FFV,12,6,Premium or E85,11,18,3250,-9500,25.35461538,683.6153846
2011,Bentley,All-Wheel Drive,Automatic (S6),FFV,12,6,Premium or E85,11,18,3250,-9500,25.35461538,683.6153846
2011,Bentley,All-Wheel Drive,Automatic (S6),FFV,12,6,Premium or E85,12,19,3000,-8250,23.54357143,634.7857143
2011,Bentley,All-Wheel Drive,Automatic (S6),FFV,12,6,Premium or E85,12,19,3000,-8250,23.54357143,634.7857143
2011,Bentley,Rear-Wheel Drive,Automatic (S8),NA,8,6.8,Premium,11,18,3250,-9500,25.35461538,683.6153846
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,18,25,2100,-3750,16.4805,444.35
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,20,28,1850,-2500,14.33086957,386.3913043
2011,BMW,Rear-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,18,25,2100,-3750,16.4805,444.35
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,26,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,25,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,26,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,25,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Automatic (S6),NA,6,3,Premium,18,25,2100,-3750,16.4805,444.35
2011,BMW,All-Wheel Drive,Manual 6-Speed,NA,6,3,Premium,17,25,2100,-3750,16.4805,444.35
2011,BMW,Rear-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,All-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,All-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Automatic (S6),NA,6,3,Diesel,23,35,1450,-500,14.155,377.037037
2011,BMW,Rear-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
2011,BMW,All-Wheel Drive,Automatic (S6),SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,All-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,17,23,2250,-4500,17.34789474,467.7368421
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Automatic (S7),SIDI,6,3,Premium,17,23,2250,-4500,17.34789474,467.7368421
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,18,26,2000,-3250,15.69571429,423.1904762
2011,BMW,Rear-Wheel Drive,Automatic (S8),NA,6,3,Premium,21,31,1700,-1750,13.1844,355.48
2011,BMW,Rear-Wheel Drive,Automatic (S8),SIDI,6,3,Premium,20,30,1750,-2000,13.73375,370.2916667
2011,BMW,Rear-Wheel Drive,Manual 6-Speed,SIDI,6,3,Premium,19,28,1900,-2750,14.98227273,403.9545455
